bank_name,city,item_name,category,quantity,unit,received_date,shelf_life_days,expiration_date,days_left,avg_daily_demand,supply_status
Second Harvest Food Bank of Orange County,Irvine,Canned salmon,canned,279,cans,2026-03-11,730,2028-03-10,728,98,balanced
Yolo Food Bank,Woodland,Sugar,dry,68,bags,2026-02-27,730,2028-02-27,716,58,balanced
Los Angeles Regional Food Bank,Los Angeles,Oatmeal,dry,382,boxes,2026-03-06,365,2027-03-06,358,113,surplus
Yolo Food Bank,Woodland,Canned soup,canned,297,cans,2026-02-28,540,2027-08-22,527,80,surplus
Second Harvest Food Bank of Orange County,Irvine,Canned soup,canned,103,cans,2026-03-09,540,2027-08-31,536,91,balanced
Yolo Food Bank,Woodland,Flour,dry,351,bags,2026-03-01,365,2027-03-01,353,69,surplus
Second Harvest of Silicon Valley,San Jose,Flour,dry,303,bags,2026-02-26,365,2027-02-26,350,117,balanced
Second Harvest of Silicon Valley,San Jose,Lettuce,produce,325,heads,2026-03-09,10,2026-03-19,6,63,surplus
Alameda County Community Food Bank,Oakland,Egg cartons,dairy,36,cartons,2026-02-21,21,2026-03-14,1,118,shortage
Second Harvest of Silicon Valley,San Jose,Apples,produce,370,lbs,2026-02-19,21,2026-03-12,-1,106,surplus
San Francisco-Marin Food Bank,San Francisco,Bananas,produce,149,lbs,2026-03-11,7,2026-03-18,5,27,surplus
Los Angeles Regional Food Bank,Los Angeles,Peanut butter,dry,171,jars,2026-03-07,365,2027-03-07,359,80,balanced
Los Angeles Regional Food Bank,Los Angeles,Milk gallons,dairy,202,gallons,2026-03-05,10,2026-03-15,2,112,balanced
Second Harvest of Silicon Valley,San Jose,Almond butter,dry,259,jars,2026-03-03,365,2027-03-03,355,35,surplus
Alameda County Community Food Bank,Oakland,Carrots fresh,produce,304,lbs,2026-02-17,21,2026-03-10,-3,23,surplus
Alameda County Community Food Bank,Oakland,Cereal,dry,78,boxes,2026-02-16,180,2026-08-15,155,41,balanced
Food Bank of Contra Costa and Solano,Concord,Canned salmon,canned,168,cans,2026-02-17,730,2028-02-17,706,104,balanced
Second Harvest Food Bank of Orange County,Irvine,Avocados,produce,147,units,2026-02-23,7,2026-03-02,-11,61,balanced
Central California Food Bank,Fresno,Oranges,produce,176,lbs,2026-03-11,14,2026-03-25,12,36,surplus
Los Angeles Regional Food Bank,Los Angeles,Canned carrots,canned,52,cans,2026-03-11,730,2028-03-10,728,81,shortage
Central California Food Bank,Fresno,Frozen vegetables mix,protein,205,bags,2026-03-04,365,2027-03-04,356,101,balanced
Alameda County Community Food Bank,Oakland,Butter,dairy,258,packs,2026-02-28,60,2026-04-29,47,84,surplus
Second Harvest Food Bank of Orange County,Irvine,Macaroni,dry,196,boxes,2026-02-17,730,2028-02-17,706,78,balanced
San Francisco-Marin Food Bank,San Francisco,Almond butter,dry,103,jars,2026-03-07,365,2027-03-07,359,29,surplus
Sacramento Food Bank & Family Services,Sacramento,Frozen berries,protein,391,bags,2026-02-22,365,2027-02-22,346,47,surplus
Feeding San Diego,San Diego,Canned tuna,canned,286,cans,2026-02-24,730,2028-02-24,713,94,surplus
Second Harvest of Silicon Valley,San Jose,Milk gallons,dairy,385,gallons,2026-02-20,10,2026-03-02,-11,84,surplus
Yolo Food Bank,Woodland,Canned tuna,canned,118,cans,2026-03-10,730,2028-03-09,727,118,balanced
Second Harvest of Silicon Valley,San Jose,Chicken breast frozen,protein,369,packs,2026-03-11,180,2026-09-07,178,39,surplus
Sacramento Food Bank & Family Services,Sacramento,Tomatoes,produce,341,lbs,2026-02-25,10,2026-03-07,-6,83,surplus
Central California Food Bank,Fresno,Egg cartons,dairy,225,cartons,2026-03-11,21,2026-04-01,19,79,balanced
Los Angeles Regional Food Bank,Los Angeles,Canned salmon,canned,263,cans,2026-03-02,730,2028-03-01,719,58,surplus
Los Angeles Regional Food Bank,Los Angeles,Frozen berries,protein,368,bags,2026-03-02,365,2027-03-02,354,42,surplus
Central California Food Bank,Fresno,Lettuce,produce,140,heads,2026-03-05,10,2026-03-15,2,94,balanced
Second Harvest of Silicon Valley,San Jose,Ground turkey frozen,protein,109,packs,2026-03-04,180,2026-08-31,171,58,balanced
Alameda County Community Food Bank,Oakland,Almond butter,dry,103,jars,2026-03-10,365,2027-03-10,362,54,balanced
Alameda County Community Food Bank,Oakland,Oranges,produce,271,lbs,2026-03-13,14,2026-03-27,14,87,surplus
Feeding San Diego,San Diego,Cereal,dry,306,boxes,2026-03-05,180,2026-09-01,172,102,balanced
Second Harvest Food Bank of Orange County,Irvine,Pasta,dry,344,boxes,2026-02-19,730,2028-02-19,708,42,surplus
Feeding San Diego,San Diego,Almond butter,dry,91,jars,2026-02-22,365,2027-02-22,346,35,balanced
San Francisco-Marin Food Bank,San Francisco,Bananas,produce,76,lbs,2026-02-16,7,2026-02-23,-18,30,balanced
Central California Food Bank,Fresno,Frozen vegetables mix,protein,260,bags,2026-02-23,365,2027-02-23,347,43,surplus
Central California Food Bank,Fresno,Tomatoes,produce,16,lbs,2026-02-21,10,2026-03-03,-10,24,shortage
Feeding San Diego,San Diego,Canned tomatoes,canned,192,cans,2026-03-01,730,2028-02-29,718,29,surplus
San Francisco-Marin Food Bank,San Francisco,Tomatoes,produce,193,lbs,2026-03-13,10,2026-03-23,10,118,balanced
Alameda County Community Food Bank,Oakland,Ground turkey frozen,protein,26,packs,2026-02-20,180,2026-08-19,159,98,shortage
Sacramento Food Bank & Family Services,Sacramento,Canned tuna,canned,347,cans,2026-02-16,730,2028-02-16,705,61,surplus
Yolo Food Bank,Woodland,Canned tuna,canned,123,cans,2026-02-25,730,2028-02-25,714,87,balanced
Alameda County Community Food Bank,Oakland,Yogurt cups,dairy,213,cups,2026-03-04,21,2026-03-25,12,112,balanced
Yolo Food Bank,Woodland,Onions,produce,192,lbs,2026-03-04,30,2026-04-03,21,52,surplus
Sacramento Food Bank & Family Services,Sacramento,Canned tomatoes,canned,237,cans,2026-02-23,730,2028-02-23,712,72,surplus
Yolo Food Bank,Woodland,Oatmeal,dry,244,boxes,2026-03-12,365,2027-03-12,364,58,surplus
Yolo Food Bank,Woodland,Potatoes,produce,270,lbs,2026-03-03,30,2026-04-02,20,28,surplus
Feeding San Diego,San Diego,Cheese blocks,dairy,22,blocks,2026-02-23,30,2026-03-25,12,48,shortage
Central California Food Bank,Fresno,Canned black beans,canned,176,cans,2026-03-13,730,2028-03-12,730,40,surplus
Sacramento Food Bank & Family Services,Sacramento,Canned tomatoes,canned,64,cans,2026-03-10,730,2028-03-09,727,34,balanced
Central California Food Bank,Fresno,Canned peas,canned,46,cans,2026-03-13,730,2028-03-12,730,22,balanced
Sacramento Food Bank & Family Services,Sacramento,Brown rice,dry,93,bags,2026-02-21,365,2027-02-21,345,87,balanced
Sacramento Food Bank & Family Services,Sacramento,Canned chickpeas,canned,280,cans,2026-02-20,730,2028-02-20,709,46,surplus
Sacramento Food Bank & Family Services,Sacramento,Canned green beans,canned,303,cans,2026-02-21,730,2028-02-21,710,74,surplus
Central California Food Bank,Fresno,Spaghetti,dry,218,boxes,2026-03-08,730,2028-03-07,725,26,surplus
San Francisco-Marin Food Bank,San Francisco,Canned soup,canned,226,cans,2026-03-02,540,2027-08-24,529,65,surplus
Second Harvest Food Bank of Orange County,Irvine,Canned chickpeas,canned,123,cans,2026-02-25,730,2028-02-25,714,106,balanced
Food Bank of Contra Costa and Solano,Concord,Rice 5lb bag,dry,345,bags,2026-03-01,730,2028-02-29,718,69,surplus
Sacramento Food Bank & Family Services,Sacramento,Cereal,dry,146,boxes,2026-02-25,180,2026-08-24,164,104,balanced
Second Harvest Food Bank of Orange County,Irvine,Sugar,dry,17,bags,2026-02-17,730,2028-02-17,706,87,shortage
Second Harvest of Silicon Valley,San Jose,Flour,dry,367,bags,2026-02-21,365,2027-02-21,345,29,surplus
Central California Food Bank,Fresno,Canned beans,canned,328,cans,2026-03-10,730,2028-03-09,727,72,surplus
Yolo Food Bank,Woodland,Canned corn,canned,236,cans,2026-03-07,730,2028-03-06,724,43,surplus
Central California Food Bank,Fresno,Canned tomatoes,canned,260,cans,2026-03-02,730,2028-03-01,719,20,surplus
Second Harvest Food Bank of Orange County,Irvine,Canned tuna,canned,210,cans,2026-03-02,730,2028-03-01,719,95,balanced
San Francisco-Marin Food Bank,San Francisco,Macaroni,dry,207,boxes,2026-03-03,730,2028-03-02,720,115,balanced
Sacramento Food Bank & Family Services,Sacramento,Almond butter,dry,135,jars,2026-03-06,365,2027-03-06,358,50,balanced
Second Harvest Food Bank of Orange County,Irvine,Bell peppers,produce,371,lbs,2026-02-26,10,2026-03-08,-5,93,surplus
Central California Food Bank,Fresno,Carrots fresh,produce,276,lbs,2026-02-16,21,2026-03-09,-4,62,surplus
Yolo Food Bank,Woodland,Frozen berries,protein,211,bags,2026-02-19,365,2027-02-19,343,109,balanced
Feeding San Diego,San Diego,Cereal,dry,348,boxes,2026-02-23,180,2026-08-22,162,39,surplus
Sacramento Food Bank & Family Services,Sacramento,Tomatoes,produce,236,lbs,2026-03-04,10,2026-03-14,1,41,surplus
Alameda County Community Food Bank,Oakland,Ground turkey frozen,protein,50,packs,2026-03-04,180,2026-08-31,171,27,balanced
Yolo Food Bank,Woodland,Canned chickpeas,canned,313,cans,2026-02-18,730,2028-02-18,707,98,surplus
Alameda County Community Food Bank,Oakland,Potatoes,produce,345,lbs,2026-02-20,30,2026-03-22,9,105,surplus
Sacramento Food Bank & Family Services,Sacramento,Lettuce,produce,23,heads,2026-02-17,10,2026-02-27,-14,86,shortage
Feeding San Diego,San Diego,Canned beans,canned,176,cans,2026-02-26,730,2028-02-26,715,103,balanced
Yolo Food Bank,Woodland,Canned tuna,canned,20,cans,2026-02-27,730,2028-02-27,716,85,shortage
Feeding San Diego,San Diego,Potatoes,produce,218,lbs,2026-02-23,30,2026-03-25,12,43,surplus
Yolo Food Bank,Woodland,Canned black beans,canned,38,cans,2026-02-22,730,2028-02-22,711,69,shortage
Food Bank of Contra Costa and Solano,Concord,Cheese blocks,dairy,207,blocks,2026-02-23,30,2026-03-25,12,108,balanced
Feeding San Diego,San Diego,Canned black beans,canned,157,cans,2026-02-25,730,2028-02-25,714,110,balanced
Sacramento Food Bank & Family Services,Sacramento,Canned carrots,canned,346,cans,2026-02-19,730,2028-02-19,708,110,surplus
Sacramento Food Bank & Family Services,Sacramento,Carrots fresh,produce,271,lbs,2026-02-28,21,2026-03-21,8,51,surplus
Central California Food Bank,Fresno,Pasta,dry,230,boxes,2026-03-13,730,2028-03-12,730,61,surplus
Sacramento Food Bank & Family Services,Sacramento,Oatmeal,dry,304,boxes,2026-03-04,365,2027-03-04,356,51,surplus
Los Angeles Regional Food Bank,Los Angeles,Lettuce,produce,79,heads,2026-03-08,10,2026-03-18,5,27,balanced
Feeding San Diego,San Diego,Canned tuna,canned,83,cans,2026-02-28,730,2028-02-28,717,31,balanced
Los Angeles Regional Food Bank,Los Angeles,Potatoes,produce,41,lbs,2026-03-02,30,2026-04-01,19,48,shortage
Alameda County Community Food Bank,Oakland,Brown rice,dry,71,bags,2026-03-04,365,2027-03-04,356,67,balanced
Food Bank of Contra Costa and Solano,Concord,Onions,produce,267,lbs,2026-02-18,30,2026-03-20,7,66,surplus
Central California Food Bank,Fresno,Flour,dry,335,bags,2026-02-22,365,2027-02-22,346,116,balanced
Food Bank of Contra Costa and Solano,Concord,Canned chickpeas,canned,184,cans,2026-03-10,730,2028-03-09,727,80,balanced
Sacramento Food Bank & Family Services,Sacramento,Almond butter,dry,23,jars,2026-03-08,365,2027-03-08,360,59,shortage
Second Harvest of Silicon Valley,San Jose,Tomatoes,produce,40,lbs,2026-02-22,10,2026-03-04,-9,89,shortage
Alameda County Community Food Bank,Oakland,Broccoli,produce,89,lbs,2026-02-24,7,2026-03-03,-10,41,balanced
Second Harvest of Silicon Valley,San Jose,Canned tuna,canned,53,cans,2026-02-20,730,2028-02-20,709,101,shortage
Yolo Food Bank,Woodland,Rice 5lb bag,dry,335,bags,2026-03-01,730,2028-02-29,718,70,surplus
Yolo Food Bank,Woodland,Ground turkey frozen,protein,348,packs,2026-03-13,180,2026-09-09,180,116,balanced
Yolo Food Bank,Woodland,Flour,dry,48,bags,2026-03-09,365,2027-03-09,361,31,balanced
San Francisco-Marin Food Bank,San Francisco,Carrots fresh,produce,122,lbs,2026-03-08,21,2026-03-29,16,106,balanced
Food Bank of Contra Costa and Solano,Concord,Bananas,produce,297,lbs,2026-03-05,7,2026-03-12,-1,67,surplus
Second Harvest Food Bank of Orange County,Irvine,Sugar,dry,167,bags,2026-02-17,730,2028-02-17,706,61,balanced
Central California Food Bank,Fresno,Spinach,produce,342,bags,2026-03-08,7,2026-03-15,2,77,surplus
Sacramento Food Bank & Family Services,Sacramento,Peanut butter,dry,150,jars,2026-02-27,365,2027-02-27,351,95,balanced
Yolo Food Bank,Woodland,Canned carrots,canned,102,cans,2026-02-23,730,2028-02-23,712,84,balanced
Sacramento Food Bank & Family Services,Sacramento,Onions,produce,372,lbs,2026-02-18,30,2026-03-20,7,78,surplus
Feeding San Diego,San Diego,Canned tuna,canned,203,cans,2026-03-02,730,2028-03-01,719,59,surplus
San Francisco-Marin Food Bank,San Francisco,Apples,produce,95,lbs,2026-02-21,21,2026-03-14,1,66,balanced
Alameda County Community Food Bank,Oakland,Yogurt cups,dairy,310,cups,2026-02-17,21,2026-03-10,-3,88,surplus
Second Harvest Food Bank of Orange County,Irvine,Potatoes,produce,223,lbs,2026-02-26,30,2026-03-28,15,85,balanced
Feeding San Diego,San Diego,Oatmeal,dry,314,boxes,2026-03-01,365,2027-03-01,353,104,surplus
Second Harvest Food Bank of Orange County,Irvine,Brown rice,dry,377,bags,2026-02-26,365,2027-02-26,350,90,surplus
Central California Food Bank,Fresno,Almond butter,dry,357,jars,2026-03-12,365,2027-03-12,364,119,balanced
Alameda County Community Food Bank,Oakland,Cheese blocks,dairy,88,blocks,2026-02-21,30,2026-03-23,10,110,shortage
Yolo Food Bank,Woodland,Spinach,produce,255,bags,2026-02-27,7,2026-03-06,-7,112,balanced
Feeding San Diego,San Diego,Almond butter,dry,106,jars,2026-03-03,365,2027-03-03,355,78,balanced
San Francisco-Marin Food Bank,San Francisco,Milk gallons,dairy,264,gallons,2026-03-05,10,2026-03-15,2,119,balanced
Food Bank of Contra Costa and Solano,Concord,Brown rice,dry,14,bags,2026-03-05,365,2027-03-05,357,100,shortage
Yolo Food Bank,Woodland,Ground turkey frozen,protein,124,packs,2026-02-25,180,2026-08-24,164,88,balanced
Central California Food Bank,Fresno,Potatoes,produce,88,lbs,2026-02-23,30,2026-03-25,12,74,balanced
Second Harvest Food Bank of Orange County,Irvine,Bananas,produce,400,lbs,2026-02-24,7,2026-03-03,-10,33,surplus
Yolo Food Bank,Woodland,Onions,produce,208,lbs,2026-02-28,30,2026-03-30,17,82,balanced
Yolo Food Bank,Woodland,Bell peppers,produce,216,lbs,2026-03-01,10,2026-03-11,-2,106,balanced
Yolo Food Bank,Woodland,Yogurt cups,dairy,134,cups,2026-03-10,21,2026-03-31,18,116,balanced
Central California Food Bank,Fresno,Egg cartons,dairy,176,cartons,2026-03-10,21,2026-03-31,18,97,balanced
Food Bank of Contra Costa and Solano,Concord,Cereal,dry,250,boxes,2026-02-25,180,2026-08-24,164,48,surplus
Food Bank of Contra Costa and Solano,Concord,Bananas,produce,386,lbs,2026-02-28,7,2026-03-07,-6,83,surplus
Yolo Food Bank,Woodland,Carrots fresh,produce,349,lbs,2026-02-18,21,2026-03-11,-2,108,surplus
Yolo Food Bank,Woodland,Bell peppers,produce,138,lbs,2026-02-20,10,2026-03-02,-11,92,balanced
Food Bank of Contra Costa and Solano,Concord,Peanut butter,dry,285,jars,2026-02-20,365,2027-02-20,344,22,surplus
Sacramento Food Bank & Family Services,Sacramento,Egg cartons,dairy,380,cartons,2026-02-22,21,2026-03-15,2,30,surplus
Sacramento Food Bank & Family Services,Sacramento,Canned peas,canned,15,cans,2026-03-09,730,2028-03-08,726,106,shortage
San Francisco-Marin Food Bank,San Francisco,Canned tuna,canned,241,cans,2026-03-04,730,2028-03-03,721,119,balanced
Second Harvest Food Bank of Orange County,Irvine,Avocados,produce,131,units,2026-02-16,7,2026-02-23,-18,29,surplus
Central California Food Bank,Fresno,Carrots fresh,produce,43,lbs,2026-03-11,21,2026-04-01,19,62,shortage
Alameda County Community Food Bank,Oakland,Potatoes,produce,85,lbs,2026-03-07,30,2026-04-06,24,67,balanced
Yolo Food Bank,Woodland,Peanut butter,dry,276,jars,2026-03-01,365,2027-03-01,353,85,surplus
Feeding San Diego,San Diego,Yogurt cups,dairy,206,cups,2026-03-13,21,2026-04-03,21,65,surplus
Yolo Food Bank,Woodland,Apples,produce,198,lbs,2026-03-07,21,2026-03-28,15,49,surplus
Central California Food Bank,Fresno,Spinach,produce,263,bags,2026-03-05,7,2026-03-12,-1,107,balanced
Yolo Food Bank,Woodland,Ground turkey frozen,protein,231,packs,2026-02-18,180,2026-08-17,157,94,balanced
Central California Food Bank,Fresno,Egg cartons,dairy,234,cartons,2026-02-25,21,2026-03-18,5,84,balanced
Food Bank of Contra Costa and Solano,Concord,Carrots fresh,produce,120,lbs,2026-02-22,21,2026-03-15,2,79,balanced
San Francisco-Marin Food Bank,San Francisco,Tomatoes,produce,352,lbs,2026-03-09,10,2026-03-19,6,56,surplus
Food Bank of Contra Costa and Solano,Concord,Canned beans,canned,338,cans,2026-03-02,730,2028-03-01,719,102,surplus
Feeding San Diego,San Diego,Macaroni,dry,202,boxes,2026-02-18,730,2028-02-18,707,58,surplus
Alameda County Community Food Bank,Oakland,Apples,produce,360,lbs,2026-03-03,21,2026-03-24,11,81,surplus
Central California Food Bank,Fresno,Bell peppers,produce,122,lbs,2026-03-04,10,2026-03-14,1,103,balanced
Los Angeles Regional Food Bank,Los Angeles,Macaroni,dry,261,boxes,2026-02-27,730,2028-02-27,716,117,balanced
Los Angeles Regional Food Bank,Los Angeles,Oatmeal,dry,274,boxes,2026-02-17,365,2027-02-17,341,97,balanced
San Francisco-Marin Food Bank,San Francisco,Canned beans,canned,363,cans,2026-02-18,730,2028-02-18,707,31,surplus
Feeding San Diego,San Diego,Frozen vegetables mix,protein,141,bags,2026-03-05,365,2027-03-05,357,98,balanced
Second Harvest Food Bank of Orange County,Irvine,Canned chickpeas,canned,283,cans,2026-03-09,730,2028-03-08,726,92,surplus
Sacramento Food Bank & Family Services,Sacramento,Spaghetti,dry,228,boxes,2026-03-06,730,2028-03-05,723,28,surplus
Los Angeles Regional Food Bank,Los Angeles,Apples,produce,348,lbs,2026-02-23,21,2026-03-16,3,64,surplus
Yolo Food Bank,Woodland,Canned tomatoes,canned,228,cans,2026-02-20,730,2028-02-20,709,85,balanced
Sacramento Food Bank & Family Services,Sacramento,Bananas,produce,353,lbs,2026-03-13,7,2026-03-20,7,61,surplus
Yolo Food Bank,Woodland,Bananas,produce,137,lbs,2026-03-09,7,2026-03-16,3,59,balanced
Los Angeles Regional Food Bank,Los Angeles,Spinach,produce,255,bags,2026-03-13,7,2026-03-20,7,78,surplus
San Francisco-Marin Food Bank,San Francisco,Oatmeal,dry,194,boxes,2026-02-27,365,2027-02-27,351,104,balanced
Second Harvest of Silicon Valley,San Jose,Canned chickpeas,canned,112,cans,2026-02-25,730,2028-02-25,714,103,balanced
Los Angeles Regional Food Bank,Los Angeles,Canned tomatoes,canned,296,cans,2026-02-21,730,2028-02-21,710,99,balanced
Central California Food Bank,Fresno,Canned tuna,canned,318,cans,2026-03-06,730,2028-03-05,723,102,surplus
Second Harvest Food Bank of Orange County,Irvine,Ground turkey frozen,protein,209,packs,2026-02-25,180,2026-08-24,164,111,balanced
Alameda County Community Food Bank,Oakland,Onions,produce,165,lbs,2026-02-19,30,2026-03-21,8,93,balanced
Yolo Food Bank,Woodland,Chicken breast frozen,protein,138,packs,2026-03-05,180,2026-09-01,172,36,surplus
Central California Food Bank,Fresno,Chicken breast frozen,protein,65,packs,2026-02-17,180,2026-08-16,156,69,shortage
Feeding San Diego,San Diego,Milk gallons,dairy,45,gallons,2026-02-25,10,2026-03-07,-6,66,shortage
Alameda County Community Food Bank,Oakland,Frozen vegetables mix,protein,243,bags,2026-02-22,365,2027-02-22,346,95,balanced
Yolo Food Bank,Woodland,Canned salmon,canned,281,cans,2026-02-16,730,2028-02-16,705,112,balanced
